Species,Subspecies,Hybrid,MorphogroupID,SpeciesID,SubspeciesID,Clade2012,SpecimenID,HerbariumSheetID,Family,Species_Full_Name,Country,Fst_political,Snd_political,Locality,Habitat,Elevation,Latitude,LatitudeDeg,LatitudeMin,LatitudeSec,LatitudeNS,Longitude,LongitudeDeg,LongitudeMin,LongitudeSec,LongitudeEW,Collector,CollectorNumber,CollectionDate,DeterminedBy,SpecimenData,OlderLabelsData,Notes,DNA,TYPE,MO,NY,F,US,UC,RSA,GH,L,K,E,GOET,BR,LIL,CORD,CTES,SP,RB,REU,ANDES,SPF,CONC,SI,MOL,LPB,USZ
E. revoluta,NA,0,26,11,0,F,Bs.n.,MO1031263,Escalloniaceae,Escallonia revoluta (Ruiz & Pav.) Pers.,Chile,Valparaiso,Petorca,Zapallar,,140,-32.53333333,32,32,,S,-71.45,71,27,,W,Behn,s.n.,2/22/17,Sleumer 1968,"N.V. Lun, Site camisas",,"Very similar to Gardener 5084, but this spcm has a more ""congested"" inflorescence.",0,0,1,,1,,,,,,,,,,,,,,,,,,,,,,
E. revoluta,NA,0,26,11,0,F,MG5444,E70461,Escalloniaceae,Escallonia revoluta (Ruiz & Pav.) Pers.,Chile,Santiago,Santiago,A 8 km west of Tiltil,"Rocky roadside verge dominated by Quillaja saponaria, Lithrea caustica, Azara petiolaris, Maytenus boaria",800,-33.06666667,33,4,,S,-70.95,70,57,,W,"M.F. Gardner, S.G. Knees",5444,2/6/93,M.F. Gardner,"Shrub to 5 m, flowers white with deep pink veins",,Leaves completely revolute along margins.,0,0,,,,,,,,,,1,,,,,,,,,,,,,,,
E. revoluta,NA,0,26,11,0,F,MG5475,E70460,Escalloniaceae,Escallonia revoluta (Ruiz & Pav.) Pers.,Chile,Maule,Curico,"10 km North of Los Quenes, upper valley of rio Teno","North facing drier slopes of Mediterranean type vegetation dominated by Quillaja saponaria, Cryptocarya alba, Lithrea caustica, Acacia caven",750,-34.98333333,34,59,,S,-70.76666667,70,46,,W,"M.F. Gardner, S.G. Knees",5475,2/10/93,F. Zapata 2007,"Shrub to 3 m, flower pinkish white, sweetly scented.",,Greenish leaves!! DNA? ,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
E. revoluta,NA,0,26,11,0,F,PB1175,E182302,Escalloniaceae,Escallonia revoluta (Ruiz & Pav.) Pers.,Chile,Maule,Talca,"San Clemente, Cordillera de Los Andes, valle de Maule, road from El Colorado to Armerillo, past dam",Roadside bank,424,-35.66636111,35,39,58.9,S,-71.25133333,71,14,64.8,W,"P. Brownless, M.F. Gardner, P. Hechenleitner, P. Thomas-Darwin Chilean Initiative (2002-2005)",1175,2/2/04,F. Zapata 2007,"Shrub to 2.5 m tall, flowers white",,Green leaves!! DNA?,0,0,,,,,,,,,,1,,,,,,,,,,,,,,,
E. revoluta,NA,0,26,11,0,F,MG300,E158532,Escalloniaceae,Escallonia revoluta (Ruiz & Pav.) Pers.,Chile,Maule,Linares,"Melado, Reserva Nacional Los Bellotos del Melado, Forest north of Guardaparque's house",Scleropyllous open forest close to watercourse,758,-35.86516667,35,51,54.6,S,-71.12013889,71,7,12.5,W,"M.F. Gardner, P. Hechenleitner, C. Martinez, P.I. Thomas-Darwin Chilean Initiative",300,1/28/03,F. Zapata 2007,"Shrub to 2 m, flowers pink",,"Green leaves!! DNA?  Leaves a bit different, hairy but not completely hairy and looking sort of glabrous, inflorescence ""relaxed"" with really poinkish flowers!!",0,0,,,,,,,,,,1,,,,,,,,,,,,,,,
E. revoluta,NA,0,26,11,0,F,CT11000,MO5102015,Escalloniaceae,Escallonia revoluta (Ruiz & Pav.) Pers.,Chile,Maule,Linares,"East and a little south of Linares along the rio Ancoa, along the road to Melado and Medina 38.2 km upstream from the intersection with the road to Peñasco",Matorral and open woodlands dominated by Nothofagus and Lithraeae,900,-35.84777778,35,50,52,S,-71.25,71,15,,W,"C.M. Taylor, R.E. Gereau",11000,1/21/93,F. Zapata 2005,"Local, infrequent along river; shrubs to 3 m tall, flowers bright white","E. cf. Illinita, C.M. Taylor 1994","Green leaves!! DNA? Inflorescence not fully developed, flowers closed.  VERY SIMILAR TO E. MYRTOIDEA, BUT A BIT HAIRY. I COLLECTED SPECIMENS THERE THAT RESEMBLE MORE E. MYRTOIDEA...HYBRID? POLYMORPHISM?",0,0,1,,,,,,,,,,,,,,,,,,,,,,,,
E. revoluta,NA,0,26,11,0,F,MG4676,E27348,Escalloniaceae,Escallonia revoluta (Ruiz & Pav.) Pers.,Chile,Biobio,Concepción,2 km W of Florida along CH148,Small pocket of native forest,250,-36.83333333,36,50,,S,-72.68333333,72,41,,W,"M.F. Gardner, S.G. Knees, M.L. De Vore",4676,1/31/90,F. Zapata 2007,"Shrub to 5 m, flowers creamy white, flushed pink towards base of corolla",,Greenish leaves!! DNA? ,0,0,,,,,,,,,1,1,,,,,,,,,,,,,,,
E. revoluta,NA,0,26,11,0,F,LL4440,MO3485939,Escalloniaceae,Escallonia revoluta (Ruiz & Pav.) Pers.,Chile,Biobio,Concepción,Puente Cangrejillo ca. 30 km E of Concepcion along road to Los Angeles,Swamppy locality dominated by Juncus and sedges in wetter areas and by Myrtaceae around the edges,200,-36.91666667,36,55,,S,-72.66666667,72,40,,W,L. Landrum,4440,4/5/82,M.M Schick 1985,Shrubby tree ca 6 km high,,Greenish leaves!! DNA? Sterile but typical revoluta with hairs and revolute margins.,0,0,1,1,,,,,,1,,,,,,,,,,,,,,,,,
E. revoluta,NA,0,26,11,0,F,PB487,E96270,Escalloniaceae,Escallonia revoluta (Ruiz & Pav.) Pers.,Chile,Araucania,Malleco,"Angol, Cordillera Nahuelbuta, approach from Angol to Parque Nacional Nahuelbuta.","Margin of small river with Podocarpus salignus, Austrocedrus chilensis and Desfontainia spinosa",670,-37.81083333,37,48,39,S,-72.89694444,72,53,49,W,"P. Baxter, P. Brownless, M. Bustos, M. Gardner, K. Matthews, H.S. Maxwell, D. Rae",487,3/10/98,F. Zapata 2007,"Evergreen shrub to 2 m, flowers white, corolla tube flushed pink outside",,"Green leaves!! DNA? Typical revoluta, hairy, revolute",0,0,,,,,,,,,,1,,,,,,,,,,,,,,,
E. revoluta,NA,0,26,11,0,F,QH526,MO5181866,Escalloniaceae,Escallonia revoluta (Ruiz & Pav.) Pers.,Chile,Araucania,Temuco,Conguillio National Park,By river,500,-38.66666667,38,40,,S,-72,72,,,W,Q. Hai-Ning,526,1/27/96,F. Zapata 2005,"Herb, ahite petal, light pink read in base",,Green leaves!! DNA? Typical revoluta with revolute margins and hairy,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,
E. revoluta,NA,0,26,11,0,F,CJ1847,US1122248,Escalloniaceae,Escallonia revoluta (Ruiz & Pav.) Pers.,Chile,Araucania,Temuco,Budi,,100,-38.86666667,38,52,,S,-73.29972222,73,17,59,W,C. Joseph,1847,1/1/23,Sleumer 1968,,,"Old, brownish, typical revoluta",0,0,,1,,1,,,,,,,,,,,,,,,,,,,,,
E. revoluta,NA,0,26,11,0,F,PB455,E43589,Escalloniaceae,Escallonia revoluta (Ruiz & Pav.) Pers.,Chile,Biobio,Biobio,East of bridge near Pangue on road to laguna de La Laja.,Amongst boulders on margin river,1000,-37.39416667,37,23,39,S,-71.44305556,71,26,35,W,"P. Brownless, M.F. Gardner, H.S. Maxwell, R. Rozzi",455,2/27/96,F. Zapata 2007,"Shrub to 2.5 m, with pink-flushed stems, flowers scented, tube flushed pin outside, petals white, stamens flushed pink",,Green leaves!! DNA? Typical revoluta with revolute margins and hairy,0,0,,,,,,,,,,1,,,,,,,,,,,,,,,
E. revoluta,NA,0,26,11,0,F,MG6977,E182552,Escalloniaceae,Escallonia revoluta (Ruiz & Pav.) Pers.,Chile,Los Lagos,Valdivia,Southern road to Valdivia,Margin of flooded forest,1,-39.87702778,39,52,37.3,S,-73.16116667,73,9,40.2,W,"M.F. Gardner, S.G. Knees",6977,1/8/04,F. Zapata 2007,"Shrub to 4 m tall. Leaves vivid green. Flowers creamy white, scented",,"NOTE: could be leucantha!! Resembles leucantha a lot, but leaves are very hairy, long hairs!!, however margins are not revolute.  Flowers seem a bit long for the ""typical"" leucantha. It also resmebles what Sleumer called hybrid between leucantha and revoluta.",0,0,,,,,,,,,,1,,,,,,,,,,,,,,,
E. revoluta,NA,0,26,11,0,F,FZ491,MO6296751,Escalloniaceae,Escallonia revoluta (Ruiz & Pav.) Pers.,Chile,Maule,San Clemente,"Ruta de El Colorado a Armerillo, frente a lago Colbún",En borde de bosque mezclado con flora nativa e introducida,438,-35.65194444,35,39,7,S,-71.25138889,71,15,5,W,"F. Zapata, S. Sede",491,1/29/08,F. Zapata 2008,"Arbol 3 m, flores blancas",,,1,0,1,,,,,,,,,,,,,,,,,,,,1,,,,
E. revoluta,NA,0,26,11,0,F,FZ359,MO6296752,Escalloniaceae,Escallonia revoluta (Ruiz & Pav.) Pers.,Chile,Biobio,Concepción,Nacimiento camino a Maitenrehue,"Borde de camino, terreno completamente anegado",399,-37.63666667,37,38,12,S,-72.78555556,72,47,8,W,"F. Zapata, S. Sede",359,1/19/08,F. Zapata 2008,"Arbusto 3 m, madera jóven rojiza, flores rosado muy pálido con líneas oscuras en la parte apical de los pétalos y base del cáliz rosado",,,1,0,1,,,,,,,,,,,,,,,,,,,,1,,,,
E. revoluta,NA,0,26,11,0,F,FZ125,MO6296753,Escalloniaceae,Escallonia revoluta (Ruiz & Pav.) Pers.,Chile,Valparaiso,Caleu,Cerro El Roble,Creciendo en una depresión húmeda por donde baja una quebrada,1642,-32.99583333,32,59,45,S,-71.02944444,71,1,46,W,F. Zapata,125,11/6/05,F. Zapata 2005,"Arbusto 2 m, hojas marcadamente pubscentes, principalmente por el envés, no flores, frutos secos. Sin olor",,,1,0,1,,,,,,,,,,,,,,,,,,,,1,,,,
E. revoluta,NA,0,26,11,0,F,FZ360,MO6274491,Escalloniaceae,Escallonia revoluta (Ruiz & Pav.) Pers.,Chile,Biobio,Concepcion,"Nacimiento camino a Maitenrehue, Cerros de Angol",Borde de quebrada,375,-37.64833333,37,38,54,S,-72.75972222,72,45,35,W,"F. Zapata, S. Sede",360,1/19/08,F. Zapata 2008,"Arbolito 2.5 m, flores blancas con base de caliz rosado",,,1,0,1,,,,,,,,,,,,,,,,,,,,1,,,,
E. revoluta,NA,0,26,11,0,F,FZ365,MO6274490,Escalloniaceae,Escallonia revoluta (Ruiz & Pav.) Pers.,Chile,Biobio,Angol,Subiendo de Angol a Parque Nacional Nahuelbuta,"Bosque nativo de Nothofagus. Creciendo en la orilla de una quebrada, en simpatria con E rosea y E aff leucantha",773,-37.60194444,37,36,7,S,-72.80083333,72,48,3,W,"F. Zapata, S. Sede",365,1/24/08,F. Zapata 2008,"Arbusto 2.5 m, estéril (botones muy joevenes)",,,1,0,1,,,,,,,,,,,,,,,,,,,,1,,,,
E. revoluta,NA,0,26,11,0,F,FZ413,MO6274495,Escalloniaceae,Escallonia revoluta (Ruiz & Pav.) Pers.,Chile,Biobio,Antuco,"Camino de ascenso de Antuco a Parque Nacional Laguna del Laja, en puente paso ? Entrando a PN Laguna del Laja.",En borde de quebrada. Creciendo con Gunnera y suelo cubierto de briofitos. En simpatria con E rubra,781,-37.39305556,37,23,35,S,-71.45694444,71,27,25,W,"F. Zapata, S. Sede",413,1/24/08,F. Zapata 2008,"Arbol 4.5 m, botones florales blancos",,,1,0,1,,,,,,,,,,,,,,,,,,,,1,,,,
E. revoluta,NA,0,26,11,0,F,FZ454,MO6274492,Escalloniaceae,Escallonia revoluta (Ruiz & Pav.) Pers.,Chile,Araucania,Victoria,"Curacautín, camino a Termas de Tolhuaca","Borde de camino, en bosque mezclado de Eucalyptus y algunos arbustos nativos de Nothofagus y Myrtaceae",664,-38.34777778,38,20,52,S,-71.84916667,71,50,57,W,"F. Zapata, S. Sede",454,1/24/08,F. Zapata 2008,"Arbol 3 m, botones florales blancos",,,1,0,1,,,,,,,,,,,,,,,,,,,,1,,,,
E. revoluta,NA,0,26,11,0,F,FZ495,MO6274496,Escalloniaceae,Escallonia revoluta (Ruiz & Pav.) Pers.,Chile,Maule,San Clemente,"Ruta de El Colorado a Armerillo, frente a lago Colbún",En borde de bosque mezclado con flora nativa e introducida,437,-35.64777778,35,38,52,S,-71.25527778,71,15,19,W,"F. Zapata, S. Sede",495,1/29/08,F. Zapata 2008,"Arbol 3 m, flores blancas",,,1,0,1,,,,,,,,,,,,,,,,,,,,1,,,,
E. revoluta,NA,0,26,11,0,F,FZ499,MO6274500,Escalloniaceae,Escallonia revoluta (Ruiz & Pav.) Pers.,Chile,Maule,Linares,Camino hacia reten Achibueno,"Borde de camino, en bosque degradado, cerca de quebrada",266,-35.63638889,35,38,11,S,-71.48361111,71,29,1,W,"F. Zapata, S. Sede",499,1/29/08,F. Zapata 2008,"Arbolito 3 m, flores blancas",,,1,0,1,,,,,,,,,,,,,,,,,,,,1,,,,
E. revoluta,NA,0,26,11,0,F,FZ501,MO6274486,Escalloniaceae,Escallonia revoluta (Ruiz & Pav.) Pers.,Chile,Biobio,San Carlos,"Fundo Bulilleo, estero Bulilleo","Lecho del río, muy rocos, seco",530,-36.60055556,36,36,2,S,-71.46916667,71,28,9,W,"F. Zapata, S. Sede",501,1/29/08,F. Zapata 2008,"Arbol 4 m, botones florales muy jóvenes; frutos secos. Había flores blancas en la parte mas alta del árbol que no pude recolectar",,,1,0,1,,,,,,,,,,,,,,,,,,,,1,,,,
E. revoluta,NA,0,26,11,0,F,FZ503,MO6274488,Escalloniaceae,Escallonia revoluta (Ruiz & Pav.) Pers.,Chile,Biobio,San Carlos,"Fundo Bulilleo, estero Bulilleo","Lecho del río, muy rocos, seco",529,-36.60027778,36,36,1,S,-71.46916667,71,28,9,W,"F. Zapata, S. Sede",503,1/29/08,F. Zapata 2008,"Arbol 3 m, botones muy jovenes, frutos secos.",,,1,0,1,,,,,,,,,,,,,,,,,,,,1,,,,
E. revoluta,revolutaXrubra,1,26,11,4,F,OB6530,MO01639479,Escalloniaceae,Escallonia revoluta x E. rubra var. rubra ,Chile,Valparaiso,,Las Docas,,150,-32.46666667,32,28,,S,-71.45,71,27,,W,O. Boelcke,6530,3/7/52,Sleumer 1968,Flor rosada. ,Cited as hybrid by Sleumer; it has 2 labels: E.punctata? R. Liesner and E. rubra C.W. Hamilton 1999,,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,
E. revoluta,revolutaXillinita,1,26,11,2,F,OB6544,MO1638158,Escalloniaceae,Escallonia revoluta X Escallonia illinita,Chile,Valparaiso,Limache,Cerro Campana,,1050,-32.95083333,32,57,3,S,-71.13611111,71,8,10,W,O. Boelcke,6544,3/2/52,Sleumer 1968,"Cultivada Jardin A. Garaventa, arbolito de 4 m de altura, semillas originarias del Cerro Campana","E. revoluta, C.W. Hamilton 1999; E. revoluta var. laxa, Sleumer 1966","Leaves revolute, inflorescence either full of flowers or few.  To me it just looks like E. revoluta",0,0,1,,,,,,,,1,,,,,,,,,,,,,,,,
E. revoluta,revolutaXillinita,1,26,11,2,F,GH405,UC67216,Escalloniaceae,Escallonia revoluta X Escallonia illinita,Chile,Santiago,Santiago,"Vicinity of Santiago, Near Rio Colorado",,1200,-33.6,33,36,,S,-70.38333333,70,22,60,W,G.T. Hastings,405,,Sleumer 1968,,E. revoluta,"Sleumer determined it as E. illinita var pubicalycina(E.illinita x revoluta).  To me it looks like revoluta in general, although inflorescence is a bit ""relaxed"" with few flowers.",0,0,,,,,1,,,,,,,,,,,,,,,,,,,,
E. rosea,NA,0,27,7,0,F,FZ527,MOUNM_FZ527,Escalloniaceae,Escallonia rosea Griseb.,Chile,Los Ríos,La Unión,"Camino de La Unión a Hueicolla, después de Las Trancas ca. 8 km antes de llegar al Monumento Nacional Alerce Costero.","A orillas de una quebrada en bosque mezcaldo de flora nativa (Nothofagus, Berberis, etc) e introducida",592,-40.20777778,40,12,28,S,-73.4,73,24,,W,"F. Zapata, S. Sede",527,2/1/08,F. Zapata 2008,"Arbusto 2 m, flor blanca",,"Inflorescence is very different from spcm in E leucantha, although they have some similarity. In this case the inflor. is a bit more open and the flowers are also a bit longer in general.",1,0,1,,,,,,,,,,,,,,,,,,,,1,,,,
E. rosea,NA,0,27,7,0,F,FZ366,MOUNM_FZ366,Escalloniaceae,Escallonia rosea Griseb.,Chile,Biobio,Angol,Subiendo de Angol a Parque Nacional Nahuelbuta,En bosque nativo de Nothofagus. Creciendo en la orilla de una quebrada E. aff. leucantha y E. revoluta,774,-37.60166667,37,36,6,S,-72.80083333,72,48,3,W,"F. Zapata, S. Sede",366,1/19/08,F. Zapata 2008,"Arbusto 2 m, flores rosadas",,Very similar to E. leucantha,0,0,1,,,,,,,,,,,,,,,,,,,,1,,,,
E. rosea,NA,0,27,7,0,F,FZ379,MOUNM_FZ379,Escalloniaceae,Escallonia rosea Griseb.,Chile,Biobio,Cañete,Saliendo del Parque Nacional Nahuelbuta hacia Cañete,"A orillas de una quebrada, en un lugar muy húmedo y suelo cubierto de musgos. Creciendo con Nothofagus, Fuchsia, Chusquea",984,-37.81,37,48,36,S,-73.05666667,73,3,24,W,"F. Zapata, S. Sede",379,1/20/08,F. Zapata 2008,"Arbusto pequeño de 1m, flores con cáliz rosado oscuro y pétalos de color rosado claro en la cara adaxial.",,,1,0,1,,,,,,,,,,,,,,,,,,,,1,,,,
E. rosea,NA,0,27,7,0,F,FZ427,MOUNM_FZ427,Escalloniaceae,Escallonia rosea Griseb.,Chile,Araucania,Victoria,"Curacautin, camino a Termas de Río Blanco, puente río Negro","A orillas del río, con Nothofagus",798,-38.53944444,38,32,22,S,-71.67583333,71,40,33,W,"F. Zapata, S. Sede",427,1/23/08,F. Zapata 2008,"Arbusto 1 m, ramas decumbentes sobre el río, flores rosadas (ver FZ 426, E. rosea con flores blancas y FZ 425 E. rubra con flores completamente rojas; todas en simpatría)",,,0,0,1,,,,,,,,,,,,,,,,,,,,1,,,,
E. rosea,NA,0,27,7,0,F,FZ457,MOUNM_FZ457,Escalloniaceae,Escallonia rosea Griseb.,Chile,Araucania,Victoria,"Curacautín, camino a Termas de Tolhuaca","Borde de camino, a orillas de una quebrda. Con Nothofagus, Berberis, Fuchsia",1068,-38.25333333,38,15,12,S,-71.74861111,71,44,55,W,"F. Zapata, S. Sede",457,1/24/08,F. Zapata 2008,"Arbusto 1.5 m, flores rosadas",,,1,0,1,,,,,,,,,,,,,,,,,,,,1,,,,
E. rosea,NA,0,27,7,0,F,FZ114,MOUNM_FZ114,Escalloniaceae,Escallonia rosea Griseb.,Chile,Los Lagos,Osorno,"Parque Nacional Puyehue, camino a volcán Antillanca, Laguna del Toro","En borde de camino, frente al lago en un “muro” de roca muy húmedo. Creciendo con helechos, Gunnera, Berberis, Fuchsia, musgos",721,-40.77,40,46,12,S,-72.27111111,72,16,16,W,F. Zapata,114,10/26/05,F. Zapata 2005,"Arbusto 1.8 m, hojas grandes y con margenes un poco similares a E.rubra (dientes dobles), no flores, frutos secos",,JUNE 21 2009: I CHANGED TO ROSEA!! LEAVES ARE LARGE BUT RESEMBLE MORE ROSEA,1,0,1,,,,,,,,,,,,,,,,,,,,1,,,,
E. rosea,NA,0,27,7,0,F,FZ512,MOUNM_FZ512,Escalloniaceae,Escallonia rosea Griseb.,Chile,Los Lagos,Osorno,"Parque Nacional Puyehue, camino a volcán Antillanca, Laguna del Toro","A orillas de la laguna. Con Fuchsia, Nothofagus, Chusquea, Juncaceae",720,-40.77027778,40,46,13,S,-72.27138889,72,16,17,W,"F. Zapata, S. Sede",512,2/1/08,F. Zapata 2008,"Arbusto 2 m, flores blancas! (muy raro en E rosea)",,,0,0,1,,,,,,,,,,,,,,,,,,,,1,,,,
E. rosea,NA,0,27,7,0,F,FZ510,MOUNM_FZ510,Escalloniaceae,Escallonia rosea Griseb.,Chile,Los Lagos,Osorno,"Parque Nacional Puyehue, camino a volcán Antillanca, Laguna del Toro","En borde de camino, frente al lago en un “muro” de roca muy húmedo. Creciendo con Nothofagus, Berberis, Fuchsia, helechos y musgos",725,-40.77027778,40,46,13,S,-72.27111111,72,16,16,W,"F. Zapata, S. Sede",510,2/1/08,F. Zapata 2008,"Arbusto 1.8m, flores blancas (muy raro en E. rosea)",,,0,0,1,,,,,,,,,,,,,,,,,,,,1,,,,
E. rosea,NA,0,27,7,0,F,MG3452,E16386,Escalloniaceae,Escallonia rosea Griseb.,Chile,Los Lagos,Llanquihue,"Vicente Perez Rosales National Park, upper slopes of Volcán Osorno",Sparsely vegetated volcanic slopes,200,-41.16666667,41,10,,S,-72.5,72,30,,W,M.F. Gardner,3452,1/10/86,F. Zapata 2007,Flowers white,,,0,0,,,,,,,,,,1,,,,,,,,,,,,,,,
E. rosea,NA,0,27,7,0,F,FZ532,MOUNM_FZ532,Escalloniaceae,Escallonia rosea Griseb.,Chile,Los Ríos,La Unión,"Cordillera Pelada, camino entre Monumento Nacional Alerce Costero y Hueicolla","Borde de bosque de Nothofagus y Alerce (Fitzroya sp). Con Desfontainia, Berberis. Suelo rocoso de arenisca",900,-40.17722222,40,10,38,S,-73.44055556,73,26,26,W,"F. Zapata, S. Sede",532,2/2/08,F. Zapata 2008,"Arbusto 2 m, madera jóven rojo muy fuerte, flor blanco níveo, ovario rojizo",,,0,0,1,,,,,,,,,,,,,,,,,,,,1,,,,
E. rosea,NA,0,27,7,0,F,FZ531,MOUNM_FZ531,Escalloniaceae,Escallonia rosea Griseb.,Chile,Los Ríos,La Unión,"Cordillera Pelada, camino entre Monumento Nacional Alerce Costero y Hueicolla","Borde de bosque de Nothofagus y Alerce (Fitzroya sp). Con Desfontainia, Berberis. Suelo rocoso de arenisca",899,-40.17722222,40,10,38,S,-73.44083333,73,26,27,W,"F. Zapata, S. Sede",531,2/2/08,F. Zapata 2008,"Arbusto 1.7 m, madera jóven rojo muy fuerte, flor blanco níveo, ovario rojizo",,,1,0,1,,,,,,,,,,,,,,,,,,,,1,,,,
E. rosea,NA,0,27,7,0,F,MC12841,MO2417811,Escalloniaceae,Escallonia rosea Griseb.,Chile,Los Rios,La Unión,"West slope of Cordillera pelada, 3.1 km by road west of El Mirador on road between La Unión and Punta Hueicolla","Drier area near bog of Astelia, Donatia, Gaimardia with scattered patches of Sphagnum",840,-40.11666667,40,7,,S,-73.56666667,73,34,,W,M.R. Crosby,12841,2/18/76,F. Zapata 2005,"Shrub to 2m, flowers white",,,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,
E. rosea,NA,0,27,7,0,F,AS3469,L453,Escalloniaceae,Escallonia rosea Griseb.,Argentina,Chubut,Lago Mendez,,Alerzal,550,-42.74722222,42,44,50,S,-72.00222222,72,0,8,W,A. Soriano,3469,2/10/49,Sleumer 1968,,E. pterocladon,,0,0,,,,,,,,1,,,,,,,,,,,,,,,,,
E. rosea,NA,0,27,7,0,F,GS49,NY_GS49,Escalloniaceae,Escallonia rosea Griseb.,Chile,Aysen,Paso Ventisquero,Puerto Puyuhuapi,,500,-44.33333333,44,20,,S,-72.52638889,72,31,35,W,G.H. Schwabe,49,12/28/39,Sleumer 1968,,,,0,0,,1,,,,,,,,,,,,,,,,,,,,,,,
E. rosea,NA,0,27,7,0,F,CHsn,LIL384548,Escalloniaceae,Escallonia rosea Griseb.,Chile,Aysen,Istmo de Ofqui,,,450,-46.79722222,46,47,50,S,-74.06777778,74,4,4,W,C.M. Hicken,sn,2/17/21,Sleumer 1968,,,,0,0,,,,,,,,1,,,,,1,,,,,,,,,,,,
E. rosea,NA,0,27,7,0,F,OZ8661,MO2374830,Escalloniaceae,Escallonia rosea Griseb.,Argentina,Santa Cruz,Lake Argentina,,Border of lake Argentina,185,-50.33194444,50,19,55,S,-72.50305556,72,30,11,W,O. Zöllner,8661,2/2/76,F. Zapata 2005,,"E. virgata; E. rosea, C.W. Hamilton",,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,
E. rosea,NA,0,27,7,0,F,FZ104,MO6267223,Escalloniaceae,Escallonia rosea Griseb.,Chile,Los Lagos,LLanquihue,Volcan Osorno,"Roca volcánica, muy húmedo con muchos briofitos. Parche de bosque de Nothofagus, Berberis y Myrceugenia",908,-41.13833333,41,8,18,S,-72.53555556,72,32,8,W,F. Zapata,104,10/11/05,F. Zapata 2005,"Arbusto 1 m, no flores no fruto, Por la forma de las hijas y márgenes debe ser E. rose (also localidad), sin embargo las hojas están un poco grandes",,,1,0,1,,,,,,,,,,,,,,,,,,,,1,,,,
E. rosea,NA,0,27,7,0,F,FZ105,MO6276188,Escalloniaceae,Escallonia rosea Griseb.,Chile,Los Lagos,Llanquihue,Volcan Osorno,"Roca volcánica, muy húmedo con muchos briofitos. Parche de bosque de Nothofagus, Berberis y Myrceugenia",922,-41.14027778,41,8,25,S,-72.53472222,72,32,5,W,F. Zapata,105,10/11/05,F. Zapata 2005,"Creciendo muy cerca de collection FZ104. Arbusto de 1.2 m, ramas jóvenes con tallos cortos, no flores, muchas inflorescencias viejas y frutos secos; estigma persistente",,,1,0,1,,,,,,,,,,,,,,,,,,,,1,,,,
E. rosea,NA,0,27,7,0,F,FZ113,MO6276187,Escalloniaceae,Escallonia rosea Griseb.,Chile,Los Lagos,Osorno,"Camino a volcan Antillanca, laguna El Toro.","Borde de camino, frente al lago en un “muro” de roca muy humero. Creciendo con helechos, Gunnera, Berberis, Fuchsia, musgos",721,-40.77,40,46,12,S,-72.27111111,72,16,16,W,F. Zapata,113,10/26/05,F. Zapata 2005,"Arbusto 1.7 m, margenes de las hojas muy similares a E rosea, (ver colecciones FZ 114-FZ115). En otras ramas las hojas son muy grandes con márgenes fuertes tipo E. rubra",,,1,0,1,,,,,,,,,,,,,,,,,,,,1,,,,
E. rosea,NA,0,27,7,0,F,FZ115,MO6276186,Escalloniaceae,Escallonia rosea Griseb.,Chile,Los Lagos,Osorno,"Camino a volcan Antillanca, laguna El Toro.","Borde de camino, frente al lago en un “muro” de roca muy humero. Creciendo con helechos, Gunnera, Berberis, Fuchsia, musgos",721,-40.77,40,46,12,S,-72.27111111,72,16,16,W,F. Zapata,115,10/26/05,F. Zapata 2005,"Arbusto 1.7 m, morfologia de las hojas parece intermedia entre FZ113 (e. rosea) y FZ114 (E. rubra) ya que en cada nodo hay una hoja grade tipo E rubra y las hojas pequeñas son mas tipo E. rose. No flores ni frutos",,,1,0,1,,,,,,,,,,,,,,,,,,,,1,,,,
E. rosea,NA,0,27,7,0,F,FZ426,MO6276181,Escalloniaceae,Escallonia rosea Griseb.,Chile,Araucania,Victoria,"Curacautin, camino a Termas de Río Blanco, puente río Negro","A orillas del río, con Nothofagus",798,-38.53944444,38,32,22,S,-71.67583333,71,40,33,W,"F. Zapata, S. Sede",426,1/23/08,F. Zapata 2008,"Arbusto 1 m, ramas decumbentes sobre el rio. Flores blancas",,,1,0,1,,,,,,,,,,,,,,,,,,,,1,,,,
E. rosea,NA,0,27,7,0,F,FZ428,MO6276182,Escalloniaceae,Escallonia rosea Griseb.,Chile,Araucania,Victoria,"Curacautin, camino a Termas de Río Blanco, puente río Negro","Bosque nativo con Nothofagus, Araucaria, Calceolaria, diferentes Asteraceae, Chusquea.  Subiendo por un sendero cerca de las antiguas aguas termales",1091,-38.57916667,38,34,45,S,-71.6275,71,37,39,W,"F. Zapata, S. Sede",428,1/24/08,F. Zapata 2008,"Arbusto 2 m, flores blanquecinas-rosadas, creciendo muy cerca de lecho por donde corren aguas termales que vienen de la montaña",,,1,0,1,,,,,,,,,,,,,,,,,,,,1,,,,
